market_constraint,dayzer_constraint,dayzer_score,dayzer_confidence,pano_constraint,pano_score,pano_confidence
13502_135138135023_1_LN | ACTUAL,13502_138 KV_13502 3:ACTUAL,75.0,low,13502_135138135023_1_LN | BASE,90.9090909090909,high
HARRTN-SHARRING 6739 B 69 KV | ACTUAL,HARRTN_69 KV_HAR-SHA:ACTUAL,81.81818181818181,medium,HARRTN-SHARRING 6739        B  69 KV | L230.CedarCreek-RedLion.23030,88.52459016393442,medium
PA-CENT CONTINGENCY 2 | L500.SUSQUEHANNA-WESCOSVILLE.5043,TRANSFER INTERFACE: PA-CENT:L500.SUSQEHANNA-WESCOSVILLE.5043,78.94736842105263,low,PA-CENT contingency 2 | L500.Susquehanna-Wescosville.5043,100.0,high
GARNERDP115 KV  65D | L230.FREDERICKSBURG-BIRCHWOOD.2083,HAYES_115 KV_89C:L230.Fredericksburg-Birchwood.2083,80.95238095238095,medium,GARNERDP115 KV  65D | L230.Fredericksburg-Birchwood.2083,100.0,high
AQUAHAR_230KVAQU-GAR1_1_LN | L500.BRISTERS-CHANCELR.552,AQUAHAR_230 KV_AQU-GAR1:L500.Bristers-Chancelr.552,92.3076923076923,high,AQUAHAR 230KV - GARRSNV 230KV (AQUAHAR 230 KV AQU-GAR1) | L500.Bristers-Chancelr.552,89.28571428571429,medium
CROMBY 69 KV CROMBY-MOSER 6681 | ACTUAL,LIMERTAP_69 KV_LIM-MOS:L69.Cromby - Moser.6681,86.27450980392157,medium,LIMERTAP 69KV - MOSER 69KV (LIMERTAP 69 KV LIM-MOS) | L69.Cromby-Moser.6681,86.27450980392157,medium
WELCO   115 KV  32D1 | ACTUAL,WELCO_115 KV_32D1:ACTUAL,100.0,high,WELCOTAP 115KV - WELCO 115KV (WELCO 115 KV 32D1) | BASE,82.05128205128204,medium
OAKL DUQ138 KV  OAK-RIAZ | ACTUAL,OAKL DUQ_138 KV_OAK-RIAZ:ACTUAL,88.13559322033899,medium,CARS DUQ138 KV  CAR-OAK | BASE,69.0909090909091,weak
CRANESCR_230KV2157A_1_LN | L500.MIDLOTHIAN-NORTHANNA.576,CRANESCR_230 KV_2157A:L500.Midlothian-NorthAnna.576,86.79245283018868,medium,CRANESCR 230KV - STAFFORD 230KV (STAFFORD 230 KV 2104B) | L500.Midlothian-NorthAnna.576,81.73913043478261,medium
APSOUTH CONTINGENCY 44 | L500.DOOMS-VALLEY.549,APSOUTH contingency 29 L500.Mt Storm-Valley.550,82.66666666666667,medium,APSOUTH contingency 44 | L500.Dooms-Valley.549,100.0,high
DEERCREE138 KV  DEE-DOO | L765.DUMONT-SORENSON,DEERCREE_138 KV_DEE-DOO:L765.Dumont-Sorenson,87.05882352941177,medium,DOOVILLE 138KV - DEERCREE 138KV (DEERCREE 138 KV DEE-DOO) | L765.Dumont-Sorenson,80.85106382978724,medium
BRIGHTON230 KV  BRI-MTZ4 | ACTUAL,BRIGHTON_230 KV_BRI-MTZ4:ACTUAL,81.35593220338983,medium,BRIGHTON230 KV  BRI-BUR4 | L500.Brighton-Waugh Chapel,73.91304347826087,low
CORRIDOR345 KV  COR-VAS2 | ACTUAL,CORRIDOR_345 KV_COR-VAS2:ACTUAL,81.35593220338983,medium,LINE    138 KV  CON-CON1 | CONESVIL345 KV  302C    CB      OPEN    CONESVIL345 KV  302N    CB      OPEN    CORRIDOR345 KV  302N,61.904761904761905,weak
HIGHRIDG230 KV  HIG-SAN1 | ACTUAL,HIGHRIDG_230 KV_HIG-SAN1:ACTUAL,81.35593220338983,medium,LINE    230 KV  HIG-SAN1 | BURTONSV230 KV  230K26B CB      OPEN    BURTONSV230 KV  230K46B CB      OPEN    HIGHRIDG230 KV  230-,86.27450980392157,medium
EELKHART138 KV  EEL-MOT1 | L345.TANNERSCREEK-DEARBORN.1,MIAMIFOR_345 KV_9:L345.TannersCreek-Dearborn.1,76.7123287671233,low,EELKHART138 KV  EEL-MOT1 | L345.TannersCreek-Dearborn.1,100.0,high
CONEMAUG500 KV TX3 | ACTUAL,CONEMAUG_500 KV_TX3:ACTUAL,77.55102040816327,low,CONEMAUG500 KV  TX3 | L500.Juniata-Keystone.5004,82.92682926829268,medium
CONOWING230 KV  CON-NOT | ACTUAL,CONOWING_230 KV_CON-NOT:ACTUAL,80.7017543859649,medium,CONOWING230 KV  CONO1TR | BASE,77.77777777777777,low
66 E FRN 345 KV 66 E FRN TR83CT-P XFORMER | L345.GOODINGSGR-E.FRANKFORT.11602 SPOG 3-29,66 E FRN_345 KV_TR83CT-P:ACTUAL,86.79245283018868,medium,66 E FRN 345KV - 66 E FRN 1KV (66 E FRN 345 KV TR83CT-P) | L345.GoodingsGr-E.Frankfort.11602  SPOG 3-29,97.01492537313433,high
OAKGROVE 230 KV OAKGROVE-TALBERT 23067 | 500/230.CHALKPOINT.T6,OAKGROVE_230 KV_OAK-TAL7:500/230.ChalkPoint.T6,88.88888888888889,medium,TALBERT 230KV - OAKGROVE 230KV (OAKGROVE 230 KV OAK-TAL8) | 500/230.ChalkPoint.T6,93.61702127659575,high
GREENTOWN_KOKOMO_230_FLO_ROCKPORT_SULLIVAN_765 | L765.ROCKPORT-SULLIVAN,GREENTO2_230 KV_GRE-KOK1:L765.Rockport-Sullivan,80.41237113402062,medium,GREENTO2 230KV - KOKOMO_E 230KV (GREENTO2 230 KV GRE-KOK1) | L765.Rockport-Sullivan,81.13207547169812,medium
POLANDRD230 KV  2183A | 500/230.PLEASANTVIEW.T3,POLANDRD_230 KV_2183A:500/230.PleasantView.T3,87.35632183908046,medium,BRAMBLET 230KV - POLANDRD 230KV (POLANDRD 230 KV 2183A) | 500/230.PleasantView.T3,80.55555555555556,medium
ELIMA   138 KV  ELI-NWO1 | ACTUAL,ELIMA_138 KV_ELI-NWO1:ACTUAL,100.0,high,ELIMA 138KV - NWOODCOC 138KV (ELIMA 138 KV ELI-NWO1) | BASE,85.1063829787234,medium
BAYS 138 KV BAY-WOL | ACTUAL,BAYS_138 KV_BAY-WOL:ACTUAL,100.0,high,BAYS 138KV - WOLFRUN 138KV (BAYS 138 KV BAY-WOL) | L765.Kammer-Belmont-Mountaineer+765/500.Belmont.T5,83.72093023255815,medium
SCHUYLKI230 KV  SCH 7TR | ACTUAL,SCHUYLKI_230 KV_SCH 7TR:ACTUAL,80.7017543859649,medium,SCHUYLKI 230KV - SCHUYLKI 69KV (SCHUYLKI 230 KV SCH 7TR) | BASE,60.0,weak
FREMNT_138KVFRE-FRE1_1_LN | L138/69.FREMONT.T1 + 69.FREMONT.BUS,FREMNT_138 KV_FRE-FRE1:L138/69.Fremont.T1 + 69.Fremont.Bus,91.48936170212767,high,FREMNT 138KV - FREMONTC 138KV (FREMNT 138 KV FRE-FRE1) | L138/69.Fremont.T1 + 69.Fremont.Bus,87.37864077669903,medium
CHESTNUT115 KV  CHE-FRE8 | L230.GRACETON-BAGLEY-RAPHAELROAD.2313,CHESTNUT_115 KV_CHE-FRE8:L230.Graceton-Bagley-RaphaelRoad.2313,90.9090909090909,high,CHESTNUT 115KV - FRED BC 115KV (CHESTNUT 115 KV CHE-FRE8) | L230.Graceton-Bagley-RaphaelRoad.2313,86.79245283018868,medium
WAREROAD138 KV  WAR-WAV | ACTUAL,WAREROAD_138 KV_WAR-WAV:ACTUAL,80.7017543859649,medium,WAVERLY2 138KV - WAREROAD 138KV (WAREROAD 138 KV WAR-WAV) | BASE,59.375,weak
MAROA -E GOOSECREEK 345KV L/O HOLLAND NW - NEOGA 345KV | HOLLAND-NEOGA 345 KV,GOOSECRK_345 KV_GOO-MAR:Holland-Neoga 345 kV,81.48148148148148,medium,Maroa -E GooseCreek 345kV l/o Holland NW - Neoga 345kV | Holland-Neoga 345 kV,100.0,high
SPRINGCR_138KVSPR-WOL2_1_LN | L500.PHIPPSBEND-SULLIVAN (TVA),SPRINGCR_138 KV_SPR-WOL2:L500.Broadford-Sullivan (TVA) Tie,76.10619469026548,low,WOLFHILL 138KV - SPRINGCR 138KV (SPRINGCR 138 KV SPR-WOL2) | L500.Phippsbend-Sullivan (TVA),90.75630252100841,high
CAPITOLH 138 KV CAPITOLH-CHEMICAL | L765.CULLODEN-WYOMING,CAPITOLH_138 KV_CAP-CHE1:L765.Culloden-Wyoming,88.88888888888889,medium,CHEMICAL 138KV - CAPITOLH 138KV (CAPITOLH 138 KV CAP-CHE1) | L765.Culloden-Wyoming,100.0,high
CONASTON230 KV  CNS-NOR1 | L230.CONASTONE-GRACETON.2323,CONASTON_230 KV_CNS-NOR1:L230.Conastone-Graceton.2323,89.32038834951456,medium,CONASTON230 KV  CNS-NOR1 | BASE,89.79591836734694,medium
CHATFIEL138 KV  CHA-HOW1 | L345.SOUTHBERWICK-GALION,CHATFIEL_138 KV_CHA-HOW1:L345.SouthBerwick-Galion,88.42105263157895,medium,CHATFIEL 138KV - HOWARD2 138KV (CHATFIEL 138 KV CHA-HOW1) | L345.SouthBerwick-Galion,82.5,medium
GRIFFN_138KVGRI-02F1_1_LN | L345.AVONLAKE-JUNIPER,GRIFFN_138 KV_GRI-02F1:L345.Avonlake-Juniper,91.30434782608695,high,02FOWLES 138KV - GRIFFN 138KV (GRIFFN 138 KV GRI-02F1) | L345.Avonlake-Juniper,85.14851485148515,medium
AMDEASTN115 KV  AMD-NORW | L230.MARTINSCREEK-PORTLAND.1008,AMDEASTN_115 KV_AMD-NORT:L230.MartinsCreek-Portland.1008,88.07339449541284,medium,NORTHWOO 115KV - AMDEASTN 115KV (AMDEASTN 115 KV AMD-NORW) | L230.MartinsCreek-Portland.1008,85.1063829787234,medium
COLUMBIA 138 KV COLUMBIA-NORTHEA2 | ACTUAL,COLUMBIA_138 KV_COL-NOR1:ACTUAL,83.33333333333333,medium,NORTHEA2 138KV - COLUMBIA 138KV (COLUMBIA 138 KV COL-NOR1) | BASE,86.79245283018868,medium
51 MC CO345 KV TR82CT-P | ACTUAL,13 CRAWF_345 KV_TR82CT-P:ACTUAL,84.7457627118644,medium,51 MC CO345 KV  TR82CT-P | L765.Collins - Plano.2315,86.27450980392157,medium
SIEGFRIE_T2_2304_XF | L230.MARTINSCREEK-PORTLAND.1008,SIEGFRIE_230 KV_4:L230.MartinsCreek-Portland.1008,90.9090909090909,high,SIEGFRIE 69KV - SIEGFRIE 230KV (SIEGFRIE 230 KV TRAN_2) | L230.MartinsCreek-Portland.1008,87.91208791208791,medium
116 GOOD345 KV  TR82CT-P | L345.CRAWFORD-GOODINGGROVE.1311,116 GOOD_345 KV_TR82CT-P:L345.Crawford-Gooding Grove.1311,90.9090909090909,high,116 GOOD 345KV - 116 GOOD 1KV (116 GOOD 345 KV TR82CT-P) | L345.Crawford-GoodingGrove.1311,89.79591836734694,medium
HILLSBOR138 KV  HIL-SIN1 | L345.OHIOCENTRAL-MUSKINGUMRIVER,HILLSBOR_138 KV_HIL-SIN1:L345.OhioCentral-MuskingumRiver,89.90825688073394,medium,SINKINGS 138KV - HILLSBOR 138KV (HILLSBOR 138 KV HIL-SIN1) | L345.OhioCentral-MuskingumRiver,85.1063829787234,medium
MAHANSLA_138KVMAH-TID_1_LN | L138.WEIRTON-CARNEGIE-TIDD.224,MAHANSLA_138 KV_MAH-TID:L138.Weirton-Carnegie-Tidd.224,92.85714285714286,high,TIDD_AEP 138KV - MAHANSLA 138KV (MAHANSLA 138 KV MAH-TID) | L138.Weirton-Carnegie-Tidd.224,89.65517241379311,medium
GLASGOW_138KVGLA-KEE_1_LN | ACTUAL,GLASGOW_138 KV_GLA-KEE:ACTUAL,87.09677419354838,medium,GLASGOW 138 KV  GLA-MTP | Keeney-Glasgow (13809) 138 kV line,73.97260273972603,low
EDINBUR4138 KV  TX4 | L500.LOUDOUN-MEADOWBROOK.5535,EDINBUR4_138 KV_TX4:L500.Loudoun-Meadowbrook.5535,88.42105263157895,medium,MEADOWBR138 KV  MEA-STR | L500.Loudoun-Meadowbrook.5535,83.6734693877551,medium
TURKEY HILL MASCOUTA 138 KV L/O COFFEEN ROXFORD 345 KV | COFFEEN-ROXFD 345,AMOS_345 KV_7-P:AMOS 345-138KV XF #8,68.18181818181819,weak,Turkey Hill Mascouta 138 kV l/o Coffeen Roxford 345 kV | Coffeen-Roxfd 345,100.0,high
ECLIPSE_115KVECL-PIN_1_LN | L230.GLADE-WARREN.2088,ECLIPSE_115 KV_ECL-UTI:L230.Glade-Warren.2088,87.23404255319149,medium,PINEY 115KV - ECLIPSE 115KV (ECLIPSE 115 KV ECL-PIN) | L230.Glade-Warren.2088,94.0,high
112_WILT_T1_765TR94CT-P_XF | ACTUAL,112 WILT_765 KV_TR94CT-P:ACTUAL,85.71428571428571,medium,112 WILTON  65TR94 CT       L  1 KV | 112 WILTON TR93,65.625,weak
NEWCARLI138 KV  NEW-PIN1 | L765.JEFFERSON-ROCKPORT,NEWCARLI_138 KV_NEW-PIN1:L765.Jefferson-Rockport,88.17204301075269,medium,NEWCARLI 138KV - PINEROAD 138KV (NEWCARLI 138 KV NEW-PIN1) | L765.Jefferson-Rockport,82.05128205128204,medium
08ASHLD7138 KV  ASH-OAK1 | ACTUAL,08ASHLD7_138 KV_ASH-OAK1:ACTUAL,98.30508474576271,high,08OAKLEY 138KV - 08ASHLD7 138KV (08ASHLD7 138 KV ASH-OAK1) | BASE,72.72727272727272,low
MARYSVI2_345KVMAR-TAN1_1_LN | ACTUAL,MARYSVI2_345 KV_MAR-TAN1:ACTUAL,87.87878787878788,medium,MARYSVI2 345KV - TANGY 345KV (MARYSVI2 345 KV MAR-TAN1) | BASE,74.28571428571428,low
KEYSTONE_T6_5004TX-P_XF | ACTUAL,KEYSTONE_500 KV_4 TX-P:ACTUAL,72.34042553191489,low,KEYSTONE B14 CB | 500/230.Keystone.T4,60.714285714285715,weak
HAVILAND69 KV   HAV-NVA | L765.DUMONT-SORENSON,HAVILAND_69 KV_HAV-NVA:L765.Dumont-Sorenson,89.1566265060241,medium,HAVILAND 69KV - NVANWERT 69KV (HAVILAND 69 KV HAV-NVA) | L765.Dumont-Sorenson,82.6086956521739,medium
02FOWLES 138 KV 02FOWLES-PLSNTVLY | ACTUAL,MIER_138 KV_MIER:ACTUAL,82.75862068965517,medium,02FOWLES 138KV - PLSNTVLY 138KV (02FOWLES 138 KV 02F-02P1) | L345.Avonlake-Juniper,86.79245283018868,medium
ALLDAM6_138KVALL-KIT_1_LN | L500.SOUTHBEND-YUKON,ALLDAM6_138 KV_ALL-KIT:L500.SouthBend-Yukon,91.11111111111111,high,ALLDAM6 138KV - KITTANNI 138KV (ALLDAM6 138 KV ALL-KIT) | L500.SouthBend-Yukon,88.88888888888889,medium
CHESTER 69 KV CHE52TR | ACTUAL,CHESTER_69 KV_CHE52TR:ACTUAL,100.0,high,CHESTER 69KV - CHESTER 13.8KV (CHESTER 69 KV CHE52TR) | BASE,85.1063829787234,medium
LEESVILL 138 KV LEESVILL-ALTAVIST | ACTUAL,LEESVILL_138 KV_LEE-ALT1:ACTUAL,83.33333333333333,medium,LEESVILL-ALTAVIST           A  138 KV | Smith Mtn - Canders - Opossum Creek 138kv line,86.79245283018868,medium
CONASTON_230KVCNS-GRA_1_LN | L500.BRIGHTON-CONASTONE.5011,CONASTON_230 KV_CNS-GRA:L500.Brighton-Conastone,87.8048780487805,medium,CONASTON 230KV - GRACETON 230KV (CONASTON 230 KV CNS-GRA) | L500.Brighton-Conastone.5011,88.88888888888889,medium
64_BELLW_138KV135022_1_LN | ACTUAL,64 BELLW_138 KV_13502 2:ACTUAL,76.19047619047619,low,13502 138KV - 64 BELLW 138KV (64 BELLW 138 KV 13502 2) | BASE,65.57377049180329,weak
BIGPINET138 KV  BIG-KIS | ACTUAL,BIGPINET_138 KV_BIG-KIS:ACTUAL,80.7017543859649,medium,KISKIVAL 138KV - BIGPINET 138KV (BIGPINET 138 KV BIG-KIS) | BASE,62.5,weak
GRAYSBRA69 KV GRA-ARG1 | 138/69/34.BELLEFONTE.T2,GRAYSBRA_69 KV_GRA-ARG1:138/69/34.Bellefonte.T2,90.1098901098901,high,ARGNT_EK 69KV - GRAYSBRA 69KV (GRAYSBRA 69 KV GRA-ARG1) | 138/69/34.Bellefonte.T2,83.11688311688312,medium
MESSICRD 138 KV MESSICRD-RIDGELEY WC4 | L500.BISMARK-DOUBS,MESSICRD_138 KV_MES-RID:L500.Bismark-Doubs,89.1891891891892,medium,RIDGELEY 138KV - MESSICRD 138KV (MESSICRD 138 KV MES-RID) | L500.Bismark-Doubs,95.45454545454545,high
OX4_T1_500TX2_XF | 500/230.OX.TX1 (SCTNLZ),OX4 500-OX4 230,100.0,high,OX4 500KV - OX4 230KV (OX4 500 KV TX2) | 500/230.Ox.TX1 (Sctnlz),81.0126582278481,medium
COREY   138 KV  COR-MOT1 | ACTUAL,COREY_138 KV_COR-MOT1:ACTUAL,100.0,high,MOTTVILL 138KV - COREY 138KV (COREY 138 KV COR-MOT1) | L138.KenzieCreek-Colby-Valley,85.1063829787234,medium
BAIR    115 KV  BAI-HIL | ACTUAL,BAIR_115 KV_BAI-HIL:ACTUAL,100.0,high,BAIR 115KV - HILL 115KV (BAIR 115 KV BAI-HIL) | 230/115.Yorkana.T3,83.72093023255815,medium
ALLENIM 138 KV  ALL-LOG | L138.RICHLAND-NAOMI-MIDWAY-WAUSEON,ALLENIM_138 KV_ALL-LOG:ACTUAL,85.71428571428571,medium,ALLENIM 138KV - LOGTOWN 138KV (ALLENIM 138 KV ALL-LOG) | L138.Richland-Naomi-Midway-Wauseon,100.0,high
BEATTYVL69 KV   BTT-BEAT | ACTUAL,BEATTYVL_69 KV_BTT-BEAT:ACTUAL,84.21052631578948,medium,BEATTYVL 69KV - BTTYVEKP 69KV (BEATTYVL 69 KV BTT-BEAT) | BASE,62.5,weak
955 RIVE138 KV  0703 5 | ACTUAL,955 RIVE_138 KV_0703 5:ACTUAL,83.63636363636364,medium,0703 138KV - 955 RIVE 138KV (955 RIVE 138 KV 0703 5) | BASE,64.15094339622641,weak
IRONBRI4230 KV  208A | L500.ELMONT-LADYSMITH.574,IRONBRI4_230 KV_208A:L500.Elmont-Ladysmith.574,87.64044943820224,medium,CHESTER4 230KV - IRONBRI4 230KV (IRONBRI4 230 KV 208A) | L500.Elmont-Ladysmith.574,81.08108108108108,medium
POSSUMP4500 KV  TX1 | ACTUAL,POSSUMP4_500 KV_TX1:ACTUAL,77.55102040816327,low,WEST | POSSUMP4500 KV  560T571 CB      OPEN    POSSUMP4500 KV  H1T560  CB      OPEN    LINE    500 KV  BUR-,70.27027027027027,low
COOK - OLIVE 345 KV L/O DUMONT - COOK 765 KV | L765.COOK-DUMONT,COOK_345 KV_COO-OLI1:L765.Cook-Dumont,83.01886792452831,medium,Dumont T1 765/345 kV l/o Cook-Dumont 765 kV | L765.Cook-Dumont,91.42857142857143,high
SEWARD 115 KV SEWARD-TOWER51 H1H2 1097 | L500.SOUTHBEND-YUKON,SEWARD_115 KV_SEW-TOW:L500.SouthBend-Yukon,89.1891891891892,medium,SEWARD 115KV - TOWER51 115KV (SEWARD 115 KV SEW-TOW) | L500.SouthBend-Yukon,91.11111111111111,high
167 PLAN 765 KV 167 PLANO 65TR94 CT | ACTUAL,167 PLAN_765 KV_TR94CT-P:ACTUAL,83.58208955223881,medium,167 PLAN 1KV - 167 PLAN 765KV (167 PLAN 765 KV TR94CT-P) | L345.Lasalle - Plano.0101,70.17543859649123,low
FACEROCK_69KVFAC-MAN_1_LN | ACTUAL,FACEROCK_69 KV_FAC-MAN:ACTUAL,87.09677419354838,medium,FACEROCK 69KV - MANOR 69KV (FACEROCK 69 KV FAC-MAN) | BASE,69.69696969696969,weak
LOBO    230 KV  LOB-MARS | ACTUAL,LOBO_230 KV_LOB-MARS:ACTUAL,100.0,high,MARSHALL 230KV - LOBO 230KV (LOBO 230 KV LOB-MARS) | BASE,84.44444444444444,medium
MCCARTER230 KV  MCC-WOR | ACTUAL,MCCARTER_230 KV_MCC-STA:ACTUAL,70.17543859649123,low,MCCARTER230 KV  MCC-WOR | BASE,89.36170212765957,medium
FACEROCK_FAC69696_SD_1_LN | ACTUAL,FACEROCK_115 KV_1:ACTUAL,85.0,medium,FACEROCK_FAC69696_SD_1_LN | BASE,91.52542372881356,high
EELKHART138 KV  EEL-ELC1 | L765.DUMONT-SORENSON,EELKHART_138 KV_EEL-ELC1:L765.Dumont-Sorenson,87.35632183908046,medium,EELKHART138 KV  EEL-MOT1 | L765.Dumont-Sorenson,93.82716049382717,high
MILLIRON138 KV MIL-LES1 | L765.KAMMER-BELMONT-MOUNTAINEER+765/500.BELMONT.T5,MILLIRON_138 KV_MIL-LES1:L765.Kammer-Belmont-Mountaineer+765/500.Belmont.T5,91.6030534351145,high,MILLIRON138 KV  MIL-LES1 | BASE,89.79591836734694,medium
BLAIRSVE138 KV  BLA-SOC | L500.KEYSTONE-SOUTHBEND.5001(513),KEYSTONE_230 KV_KEY-SHE:L500.Keystone-SouthBend.5001(513),82.05128205128204,medium,BLAIRSVE 138KV - SOCIALHA 138KV (BLAIRSVE 138 KV BLA-SOC) | L500.Keystone-SouthBend.5001(513),85.1063829787234,medium
HARWOOD 230 KV HARWOOD 4 XFORMER | ACTUAL,HARWOOD_230 KV_4:ACTUAL,100.0,high,HARWOOD 230 KV  6 | BASE,78.78787878787878,low
CASS    69 KV   CAS-OAK2 | ACTUAL,CASS_69 KV_CAS-OAK2:ACTUAL,100.0,high,OAKHILPL 69KV - CASS 69KV (CASS 69 KV CAS-OAK2) | BASE,83.72093023255815,medium
LACKAWAN500 KV  4 | ACTUAL,LACKAWAN_500 KV_4:ACTUAL,75.55555555555556,low,LACKAWAN500 KV  4 | L500.Susqhnna-Wscsvl-Brngsvl.5043/5044 + Wscsvl.T3,81.08108108108108,medium
WHITAKER115 KV  1001B | L230.CAROLINA-LAKEVIEW.2141,WHITAKER_115 KV_1001B:L230.Carolina-Lakeview.2141,88.42105263157895,medium,HALIFXDP115 KV  1015A | L230.Carolina-Lakeview.2141,82.97872340425532,medium
BOSSERMN138 KV  BOS-TRA | L138.BOSSERMAN-MICHIGANCITY,BOSSERNI_138 KV_BOS-NNI2:L138.Bosserman-Bosserni-NewCarlisle.Line1,60.95238095238095,weak,BOSSERMN138 KV  BOS-OLI | Michigan City-Bosserman 138,83.6734693877551,medium
CHAUNCYT138 KV  CHA-LOG1 | ACTUAL,CHAUNCYT_138 KV_CHA-LOG1:ACTUAL,81.35593220338983,medium,SCANTON2138 KV  SCA-TOR1 | BASE,60.714285714285715,weak
CONCRDDP_69KVCON-LAU_1_LN | 230/69.COOLSPRINGS.AT20,CONCRDDP_69 KV_CON-LAU:230/69.CoolSprings.AT20,91.66666666666667,high,LAURELDP 69KV - CONCRDDP 69KV (CONCRDDP 69 KV CON-LAU) | 230/69.CoolSprings.AT20,89.52380952380952,medium
CHALKPT 230 KV  T4 | ACTUAL,CHALKPT_230 KV_T4:ACTUAL,100.0,high,CHALKPT 230KV - CHALKPT 69KV (CHALKPT 230 KV T4) | BASE,82.05128205128204,medium
BAYLY   69 KV   BAY-WES | L69.TODD-VIENNALOCAL-VIENNA.6702,BAYLY_69 KV_BAY-WES:ACTUAL,83.72093023255815,medium,WCAMBRID 69KV - BAYLY 69KV (BAYLY 69 KV BAY-WES) | L69.Todd-ViennaLocal-Vienna.6702,100.0,high
BOONETWN230 KV  BOO-NBO | ACTUAL,BOONETWN_230 KV_BOO-NBO:ACTUAL,80.7017543859649,medium,BOONETWN 230KV - NBOYERTO 230KV (BOONETWN 230 KV BOO-NBO) | BASE,56.25,weak
CHINQUPN230 KV  GSU | ACTUAL,CHINQUPN_230 KV_GSU:ACTUAL,77.55102040816327,low,CHINQUPN230 KV  GSU | L230.Tosco-VFT St.2271,82.92682926829268,medium
CHARLERO 138 KV CHARLERO-GORDEN | ACTUAL,CHARLERO_138 KV_CHA-GOR:ACTUAL,87.71929824561403,medium,CHARLERO 138KV - GORDON 138KV (CHARLERO 138 KV CHA-GOR) | BASE,77.41935483870968,low
NATRIUM2_138KVNAT-NEW_1_LN | ACTUAL,NATRIUM2_138 KV_NAT-NEW:ACTUAL,87.5,medium,NATRIUM2 138KV - NEWMARTI 138KV (NATRIUM2 138 KV NAT-NEW) | BASE,70.4225352112676,low
TERMINAL345 KV  12 | ACTUAL,TERMINAL_345 KV_12:ACTUAL,76.59574468085106,low,TERMINAL345 KV  11 | MIAMI FORT - TERMINAL 345 KV  LINE,72.22222222222223,low
TANNERSC-DEARBORN1 TIE A 345 KV | L345.WESTMILTON-MIAMIFORT,TANNERSC_345 KV_TAN-DEA1:L345.WestMilton-MiamiFort,89.88764044943821,medium,TANNERSC 345KV - DEARBORN 345KV (TANNERSC 345 KV TAN-DEA1) | L345.WestMilton-MiamiFort,92.98245614035088,high
CHARLTSV230 KV  233A1 | L500.ELMONT-CUNNINGHAM.553,CHARLTSV_230 KV_233A1:L500.Elmont-Cunningham.553,88.17204301075269,medium,CHARLTSV230 KV  233A | 553 LINE: ELMONT-CUNNINGHAM & TX#2,86.41975308641975,medium
EWAYNESB 138 KV EWAYNESB-RINGGOLD RWA1 | L138.BEDINGTON-HARMONYJCT-MARLOWE-CHERRYRUN,RINGGOLD_230 KV_T3:L138.Bedington-Marlowe,87.32394366197182,medium,RINGGOLD 138KV - EWAYNESB 138KV (EWAYNESB 138 KV EWA-RIN) | L138.Bedington-HarmonyJct-Marlowe-CherryRun,96.40287769784173,high
KILMER 230 KV KILMER-SAYREVIL LN1-SC1 | ACTUAL,SAYREVIL_230 KV_SAY-WOOD:ACTUAL,82.35294117647058,medium,SAYREVIL 230KV - KILMER 230KV (KILMER 230 KV KIL-SAYI) | BASE,76.05633802816902,low
GREENE  345 KV  BK-S | ACTUAL,GREENE_345 KV_BK-S:ACTUAL,100.0,high,GREENE 345KV - GREENE 138KV (GREENE 345 KV BK-S) | BASE,82.92682926829268,medium
11 FISK 138 KV  1111 | ACTUAL,11 FISK_138 KV_1111:ACTUAL,100.0,high,11 FISK 138KV - 90 DEKOV 138KV (11 FISK 138 KV 1111) | BASE,83.72093023255815,medium
BUTL APS-CABOT BT-CAB-E     B  138 KV | DTX138.BUTLER.T61 (SCTNLZ F),BUTL APS_138 KV_BUT-SHA:500/138.Cabot.T2&T4 (Sctnlz F),75.22935779816514,low,CABOT 138KV - BUTL APS 138KV (BUTL APS 138 KV BUT-CABE) | DTX138.Butler.T61 (Sctnlz F),96.49122807017544,high
GROTTOES 115 KV GROTTOES-ELKTONDP 119C | L500.MTSTORM-VALLEY.550,GROTTOES_115 KV_119C:L500.Mt Storm-Valley.550,89.58333333333333,medium,GROTTOES 115KV - ELKTONDP 115KV (GROTTOES 115 KV 119C) | L500.MtStorm-Valley.550,100.0,high
BED-BLA CONTINGENCY 53 | 500/138.BEDINGTON.T4 + 500.CAP.2&3 (SCTNLZ),TRANSFER INTERFACE: BED-BLA:500/138.Bedington.T4 + 500.Cap.2&3 (Sctnlz),85.14851485148515,medium,BED-BLA contingency 53 | 500/138.Bedington.T4 + 500.Cap.2&3 (Sctnlz),100.0,high
PLEASNTV TX3 XFORMER L 230 KV | L230.BRAMBLETON-BELMONT.201,PLEASNTV_500 KV_TX3:L230.Brambleton-PolandRoad.2183,74.54545454545455,low,PLEASNTV 500KV - PLEASNTV 230KV (PLEASNTV 500 KV TX3) | L230.Brambleton-Belmont.201,93.87755102040816,high
ARGENTA-TOMPKINS 345 KV L/O ARGENTA-BATTLE CREEK 345 KV | ARGENTA-BATTLE CREEK 345 KV,ARGENTA2_345 KV_ARG-TOM:Argenta-Battle Creek 345 kV,80.0,medium,ARGENTA2 345KV - TOMPKINS 345KV (ARGENTA2 345 KV ARG-TOM) | Argenta-Battle Creek 345 kV,94.5945945945946,high
